"All crash data available using this tool represents reportable data collected from Texas Peace Officer's Crash Reports (CR-3) received and processed by the Texas Department of Transportation (Department) as of 04/12/2023. The Department makes no warranty, representation or guaranty as to the content, accuracy, timeliness or completeness of any of the information provided as a result of your query. Any opinions and conclusions resulting from analysis performed on the crash data must be represented as your own and not those of the State of Texas or the Department. "

"Query Result Counts:"
"Your query returned a total of 1,930 Crashes containing 5,867 Units and 6,095 Persons"

"Filters Applied to current Query:"
"Crash Year Is Equal To 2022"
""
"Crash Severity Is In K - FATAL INJURY or A - SUSPECTED SERIOUS INJURY"
"Commercial Motor Vehicle Flag Is True"


"Crash ID","City","Commercial Motor Vehicle Flag","County","Crash Date","Crash Severity","Crash Time","Day of Week","Latitude","Longitude","School Bus Flag","Speed Limit","CMV Vehicle Type","Contributing Factor 1","Possible Vehicle Defect 1","Vehicle Defect 1","Person Age","Person Gender","Person Injury Severity","Person Restraint Used","Person Type"
"18836605","CONROE","Yes","MONTGOMERY","2022-04-03","K - FATAL INJURY","1315","SUNDAY","30.32323022","-95.40349598","No","40","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","18","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18834483","LAREDO","Yes","WEBB","2022-04-04","A - SUSPECTED SERIOUS INJURY","0656","MONDAY","27.40053164","-99.47851424","No","65","9 - TRACTOR/SEMI TRAILER","35 - FAILED TO YIELD RIGHT OF WAY - STOP SIGN","No Data","No Data","37","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18834483","LAREDO","Yes","WEBB","2022-04-04","A - SUSPECTED SERIOUS INJURY","0656","MONDAY","27.40053164","-99.47851424","No","65","No Data","No Data","No Data","No Data","83","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847648","OUTSIDE CITY LIMITS","Yes","WILBARGER","2022-04-04","K - FATAL INJURY","1646","MONDAY","34.13187682","-99.1371787","No","75","No Data","60 - UNSAFE SPEED","No Data","No Data","28","1 - MALE","K - FATAL INJURY","96 - NONE","1 - DRIVER"
"18847648","OUTSIDE CITY LIMITS","Yes","WILBARGER","2022-04-04","K - FATAL INJURY","1646","MONDAY","34.13187682","-99.1371787","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","62","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18850196","OUTSIDE CITY LIMITS","Yes","FREESTONE","2022-04-04","A - SUSPECTED SERIOUS INJURY","1710","MONDAY","31.60117699","-96.1553399","No","75","9 - TRACTOR/SEMI TRAILER","22 - FAILED TO CONTROL SPEED","No Data","No Data","50","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18850196","OUTSIDE CITY LIMITS","Yes","FREESTONE","2022-04-04","A - SUSPECTED SERIOUS INJURY","1710","MONDAY","31.60117699","-96.1553399","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","48","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18853473","OUTSIDE CITY LIMITS","Yes","WASHINGTON","2022-04-04","K - FATAL INJURY","0635","MONDAY","30.18122142","-96.47789677","Yes","75","No Data","20 - DRIVER INATTENTION","No Data","No Data","39","1 - MALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18853473","OUTSIDE CITY LIMITS","Yes","WASHINGTON","2022-04-04","K - FATAL INJURY","0635","MONDAY","30.18122142","-96.47789677","Yes","75","9 - TRACTOR/SEMI TRAILER","98 - OTHER (EXPLAIN IN NARRATIVE)","No Data","No Data","49","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18837053","OUTSIDE CITY LIMITS","Yes","MARTIN","2022-04-05","A - SUSPECTED SERIOUS INJURY","0956","TUESDAY","32.2133493","-102.13423151","No","75","No Data","22 - FAILED TO CONTROL SPEED","No Data","No Data","26","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18837053","OUTSIDE CITY LIMITS","Yes","MARTIN","2022-04-05","A - SUSPECTED SERIOUS INJURY","0956","TUESDAY","32.2133493","-102.13423151","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","62","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18845623","OUTSIDE CITY LIMITS","Yes","TRAVIS","2022-04-05","K - FATAL INJURY","2023","TUESDAY","30.16086975","-97.68599012","No","60","No Data","67 - INTOXICATED - ALCOHOL","No Data","No Data","39","1 - MALE","K - FATAL INJURY","96 - NONE","1 - DRIVER"
"18845623","OUTSIDE CITY LIMITS","Yes","TRAVIS","2022-04-05","K - FATAL INJURY","2023","TUESDAY","30.16086975","-97.68599012","No","60","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","38","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18846359","OUTSIDE CITY LIMITS","Yes","MONTGOMERY","2022-04-05","A - SUSPECTED SERIOUS INJURY","0620","TUESDAY","30.52646811","-95.6879778","No","60","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","23 - FAILED TO DRIVE IN SINGLE LANE","No Data","No Data","27","1 - MALE","A - SUSPECTED SERIOUS INJURY","99 - UNKNOWN","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","9 - TRACTOR/SEMI TRAILER","22 - FAILED TO CONTROL SPEED","No Data","No Data","27","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","45","1 - MALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","40","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","24","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","71","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","33","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","31","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18847694","OUTSIDE CITY LIMITS","Yes","HARRIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","1442","TUESDAY","30.03573399","-95.42922504","No","60","No Data","No Data","No Data","No Data","15","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18851673","OUTSIDE CITY LIMITS","Yes","REAGAN","2022-04-05","K - FATAL INJURY","1900","TUESDAY","31.56510838","-101.60721869","No","75","No Data","16 - DISREGARD STOP SIGN OR LIGHT","No Data","No Data","70","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18851673","OUTSIDE CITY LIMITS","Yes","REAGAN","2022-04-05","K - FATAL INJURY","1900","TUESDAY","31.56510838","-101.60721869","No","75","No Data","16 - DISREGARD STOP SIGN OR LIGHT","No Data","No Data","86","2 - FEMALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18851673","OUTSIDE CITY LIMITS","Yes","REAGAN","2022-04-05","K - FATAL INJURY","1900","TUESDAY","31.56510838","-101.60721869","No","75","No Data","16 - DISREGARD STOP SIGN OR LIGHT","No Data","No Data","95","2 - FEMALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18851673","OUTSIDE CITY LIMITS","Yes","REAGAN","2022-04-05","K - FATAL INJURY","1900","TUESDAY","31.56510838","-101.60721869","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","51","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18851673","OUTSIDE CITY LIMITS","Yes","REAGAN","2022-04-05","K - FATAL INJURY","1900","TUESDAY","31.56510838","-101.60721869","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","51","2 - FEMALE","N - NOT INJURED","96 - NONE","2 - PASSENGER/OCCUPANT"
"18859752","OUTSIDE CITY LIMITS","Yes","ELLIS","2022-04-05","A - SUSPECTED SERIOUS INJURY","2240","TUESDAY","32.44154927","-96.66320096","No","75","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","22","1 - MALE","A - SUSPECTED SERIOUS INJURY","96 - NONE","1 - DRIVER"
"18840901","OUTSIDE CITY LIMITS","Yes","SMITH","2022-04-06","K - FATAL INJURY","0410","WEDNESDAY","32.23644677","-95.03264115","No","55","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","60","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18840901","OUTSIDE CITY LIMITS","Yes","SMITH","2022-04-06","K - FATAL INJURY","0410","WEDNESDAY","32.23644677","-95.03264115","No","55","No Data","70 - WRONG SIDE - NOT PASSING","No Data","No Data","66","2 - FEMALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18853530","OUTSIDE CITY LIMITS","Yes","GARZA","2022-04-06","A - SUSPECTED SERIOUS INJURY","0147","WEDNESDAY","33.2595706","-101.47464148","No","75","No Data","23 - FAILED TO DRIVE IN SINGLE LANE","No Data","No Data","42","1 - MALE","A - SUSPECTED SERIOUS INJURY","99 - UNKNOWN","1 - DRIVER"
"18853530","OUTSIDE CITY LIMITS","Yes","GARZA","2022-04-06","A - SUSPECTED SERIOUS INJURY","0147","WEDNESDAY","33.2595706","-101.47464148","No","75","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","No Data","No Data","No Data","35","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18860210","OUTSIDE CITY LIMITS","Yes","CLAY","2022-04-06","A - SUSPECTED SERIOUS INJURY","1732","WEDNESDAY","33.88875412","-98.42123209","No","25","No Data","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","No Data","No Data","27","2 - FEMALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18860210","OUTSIDE CITY LIMITS","Yes","CLAY","2022-04-06","A - SUSPECTED SERIOUS INJURY","1732","WEDNESDAY","33.88875412","-98.42123209","No","25","No Data","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","No Data","No Data","27","1 - MALE","A - SUSPECTED SERIOUS INJURY","96 - NONE","2 - PASSENGER/OCCUPANT"
"18860210","OUTSIDE CITY LIMITS","Yes","CLAY","2022-04-06","A - SUSPECTED SERIOUS INJURY","1732","WEDNESDAY","33.88875412","-98.42123209","No","25","No Data","33 - FAILED TO YIELD RIGHT OF WAY - OPEN INTERSECTION","No Data","No Data","7","2 - FEMALE","B - SUSPECTED MINOR INJURY","7 - CHILD BOOSTER SEAT","2 - PASSENGER/OCCUPANT"
"18860210","OUTSIDE CITY LIMITS","Yes","CLAY","2022-04-06","A - SUSPECTED SERIOUS INJURY","1732","WEDNESDAY","33.88875412","-98.42123209","No","25","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","No Data","No Data","No Data","48","2 - FEMALE","N - NOT INJURED","96 - NONE","1 - DRIVER"
"18864292","OUTSIDE CITY LIMITS","Yes","WILLIAMSON","2022-04-06","A - SUSPECTED SERIOUS INJURY","1532","WEDNESDAY","30.72564902","-97.67188419","No","65","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","44","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18864292","OUTSIDE CITY LIMITS","Yes","WILLIAMSON","2022-04-06","A - SUSPECTED SERIOUS INJURY","1532","WEDNESDAY","30.72564902","-97.67188419","No","65","No Data","No Data","No Data","No Data","69","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18844211","DALLAS","Yes","DALLAS","2022-04-07","K - FATAL INJURY","0110","THURSDAY","32.909084","-96.7319995","No","40","No Data","15 - DISREGARD STOP AND GO SIGNAL","No Data","No Data","49","1 - MALE","K - FATAL INJURY","97 - NOT APPLICABLE","5 - DRIVER OF MOTORCYCLE TYPE VEHICLE"
"18844211","DALLAS","Yes","DALLAS","2022-04-07","K - FATAL INJURY","0110","THURSDAY","32.909084","-96.7319995","No","40","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","No Data","No Data","No Data","50","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18850486","OUTSIDE CITY LIMITS","Yes","POLK","2022-04-07","K - FATAL INJURY","1223","THURSDAY","30.73812022","-95.00708218","No","60","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","13 - DEFECTIVE TRAILER HITCH","75","1 - MALE","K - FATAL INJURY","96 - NONE","1 - DRIVER"
"18852222","OUTSIDE CITY LIMITS","Yes","MILLS","2022-04-07","A - SUSPECTED SERIOUS INJURY","1350","THURSDAY","31.68458108","-98.75735914","No","60","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","3 - BACKED WITHOUT SAFETY","No Data","No Data","56","1 - MALE","C - POSSIBLE INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18852222","OUTSIDE CITY LIMITS","Yes","MILLS","2022-04-07","A - SUSPECTED SERIOUS INJURY","1350","THURSDAY","31.68458108","-98.75735914","No","60","No Data","60 - UNSAFE SPEED","No Data","No Data","54","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","99 - UNKNOWN","1 - DRIVER"
"18843905","OUTSIDE CITY LIMITS","Yes","OLDHAM","2022-04-08","A - SUSPECTED SERIOUS INJURY","0655","FRIDAY","35.23703448","-102.41645359","No","75","10 - TRACTOR/DOUBLE TRAILER","No Data","No Data","No Data","60","1 - MALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18843905","OUTSIDE CITY LIMITS","Yes","OLDHAM","2022-04-08","A - SUSPECTED SERIOUS INJURY","0655","FRIDAY","35.23703448","-102.41645359","No","75","10 - TRACTOR/DOUBLE TRAILER","No Data","No Data","No Data","59","1 - MALE","A - SUSPECTED SERIOUS INJURY","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"18843905","OUTSIDE CITY LIMITS","Yes","OLDHAM","2022-04-08","A - SUSPECTED SERIOUS INJURY","0655","FRIDAY","35.23703448","-102.41645359","No","75","No Data","4 - CHANGED LANE WHEN UNSAFE","No Data","No Data","No Data","99 - UNKNOWN","N - NOT INJURED","99 - UNKNOWN","1 - DRIVER"
"18845959","OUTSIDE CITY LIMITS","Yes","CORYELL","2022-04-08","A - SUSPECTED SERIOUS INJURY","1707","FRIDAY","31.12201265","-97.83151822","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","39","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18845959","OUTSIDE CITY LIMITS","Yes","CORYELL","2022-04-08","A - SUSPECTED SERIOUS INJURY","1707","FRIDAY","31.12201265","-97.83151822","No","75","No Data","22 - FAILED TO CONTROL SPEED","No Data","No Data","16","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18867709","OUTSIDE CITY LIMITS","Yes","CULBERSON","2022-04-08","A - SUSPECTED SERIOUS INJURY","1650","FRIDAY","31.06228234","-104.29043358","No","80","8 - TRUCK TRACTOR (BOBTAIL)","47 - ILL (EXPLAIN IN NARRATIVE)","No Data","No Data","62","1 - MALE","A - SUSPECTED SERIOUS INJURY","96 - NONE","1 - DRIVER"
"18870344","HOUSTON","Yes","HARRIS","2022-04-08","K - FATAL INJURY","0625","FRIDAY","30.02039664","-95.10048217","No","55","No Data","23 - FAILED TO DRIVE IN SINGLE LANE","No Data","No Data","35","2 - FEMALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18870344","HOUSTON","Yes","HARRIS","2022-04-08","K - FATAL INJURY","0625","FRIDAY","30.02039664","-95.10048217","No","55","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","50","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18870375","OUTSIDE CITY LIMITS","Yes","COMAL","2022-04-08","A - SUSPECTED SERIOUS INJURY","1518","FRIDAY","29.69532248","-98.32813027","No","55","No Data","23 - FAILED TO DRIVE IN SINGLE LANE","No Data","No Data","51","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18870375","OUTSIDE CITY LIMITS","Yes","COMAL","2022-04-08","A - SUSPECTED SERIOUS INJURY","1518","FRIDAY","29.69532248","-98.32813027","No","55","6 - SINGLE UNIT TRUCK 3 OR MORE AXLES","No Data","No Data","No Data","45","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18897979","OUTSIDE CITY LIMITS","Yes","BRAZOS","2022-04-08","A - SUSPECTED SERIOUS INJURY","0719","FRIDAY","30.92303484","-96.25122452","No","60","9 - TRACTOR/SEMI TRAILER","40 - FATIGUED OR ASLEEP","No Data","No Data","39","1 - MALE","A - SUSPECTED SERIOUS INJURY","99 - UNKNOWN","1 - DRIVER"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","No Data","20 - DRIVER INATTENTION","No Data","No Data","30","2 - FEMALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","58","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","14","2 - FEMALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","15","2 - FEMALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","7","2 - FEMALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","8","1 - MALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","6","1 - MALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","7","1 - MALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"19120940","OUTSIDE CITY LIMITS","Yes","HUNT","2022-04-08","A - SUSPECTED SERIOUS INJURY","0640","FRIDAY","33.24762285","-95.92593653","Yes","50","4 - BUS (>15)","No Data","No Data","No Data","13","1 - MALE","N - NOT INJURED","97 - NOT APPLICABLE","2 - PASSENGER/OCCUPANT"
"18845728","EULESS","Yes","TARRANT","2022-04-09","A - SUSPECTED SERIOUS INJURY","0022","SATURDAY","32.82000915","-97.12435606","No","50","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","58","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18845728","EULESS","Yes","TARRANT","2022-04-09","A - SUSPECTED SERIOUS INJURY","0022","SATURDAY","32.82000915","-97.12435606","No","50","No Data","20 - DRIVER INATTENTION","No Data","No Data","62","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18877030","GRAND PRAIRIE","Yes","DALLAS","2022-04-09","A - SUSPECTED SERIOUS INJURY","1619","SATURDAY","32.72659352","-97.02041887","No","70","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","62","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18877030","GRAND PRAIRIE","Yes","DALLAS","2022-04-09","A - SUSPECTED SERIOUS INJURY","1619","SATURDAY","32.72659352","-97.02041887","No","70","No Data","60 - UNSAFE SPEED","No Data","No Data","16","2 - FEMALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18877030","GRAND PRAIRIE","Yes","DALLAS","2022-04-09","A - SUSPECTED SERIOUS INJURY","1619","SATURDAY","32.72659352","-97.02041887","No","70","No Data","60 - UNSAFE SPEED","No Data","No Data","16","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18877030","GRAND PRAIRIE","Yes","DALLAS","2022-04-09","A - SUSPECTED SERIOUS INJURY","1619","SATURDAY","32.72659352","-97.02041887","No","70","No Data","60 - UNSAFE SPEED","No Data","No Data","14","1 - MALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18877030","GRAND PRAIRIE","Yes","DALLAS","2022-04-09","A - SUSPECTED SERIOUS INJURY","1619","SATURDAY","32.72659352","-97.02041887","No","70","No Data","60 - UNSAFE SPEED","No Data","No Data","13","1 - MALE","B - SUSPECTED MINOR INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18890774","LOS INDIOS","Yes","CAMERON","2022-04-09","A - SUSPECTED SERIOUS INJURY","2130","SATURDAY","26.05361846","-97.76057771","No","50","No Data","22 - FAILED TO CONTROL SPEED","No Data","No Data","27","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18890774","LOS INDIOS","Yes","CAMERON","2022-04-09","A - SUSPECTED SERIOUS INJURY","2130","SATURDAY","26.05361846","-97.76057771","No","50","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","55","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18861152","HOOKS","Yes","BOWIE","2022-04-10","K - FATAL INJURY","1539","SUNDAY","33.47489465","-94.28676486","No","75","No Data","20 - DRIVER INATTENTION","No Data","No Data","40","1 - MALE","K - FATAL INJURY","96 - NONE","1 - DRIVER"
"18861152","HOOKS","Yes","BOWIE","2022-04-10","K - FATAL INJURY","1539","SUNDAY","33.47489465","-94.28676486","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","63","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18861152","HOOKS","Yes","BOWIE","2022-04-10","K - FATAL INJURY","1539","SUNDAY","33.47489465","-94.28676486","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","44","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18880764","OUTSIDE CITY LIMITS","Yes","ANDREWS","2022-04-10","K - FATAL INJURY","0241","SUNDAY","32.39023707","-102.92928565","No","75","No Data","67 - INTOXICATED - ALCOHOL","No Data","No Data","56","1 - MALE","A - SUSPECTED SERIOUS INJURY","96 - NONE","1 - DRIVER"
"18880764","OUTSIDE CITY LIMITS","Yes","ANDREWS","2022-04-10","K - FATAL INJURY","0241","SUNDAY","32.39023707","-102.92928565","No","75","No Data","No Data","No Data","No Data","38","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18880764","OUTSIDE CITY LIMITS","Yes","ANDREWS","2022-04-10","K - FATAL INJURY","0241","SUNDAY","32.39023707","-102.92928565","No","75","No Data","No Data","No Data","No Data","38","2 - FEMALE","K - FATAL INJURY","1 - SHOULDER & LAP BELT","2 - PASSENGER/OCCUPANT"
"18880764","OUTSIDE CITY LIMITS","Yes","ANDREWS","2022-04-10","K - FATAL INJURY","0241","SUNDAY","32.39023707","-102.92928565","No","75","9 - TRACTOR/SEMI TRAILER","No Data","No Data","No Data","46","1 - MALE","N - NOT INJURED","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18850848","OUTSIDE CITY LIMITS","Yes","VAN ZANDT","2022-04-11","A - SUSPECTED SERIOUS INJURY","1108","MONDAY","32.4649621","-95.85699822","No","60","No Data","22 - FAILED TO CONTROL SPEED","No Data","No Data","56","1 - MALE","A - SUSPECTED SERIOUS INJURY","1 - SHOULDER & LAP BELT","1 - DRIVER"
"18850848","OUTSIDE CITY LIMITS","Yes","VAN ZANDT","2022-04-11","A - SUSPECTED SERIOUS INJURY","1108","MONDAY","32.4649621","-95.85699822","No","60","5 - SINGLE UNIT TRUCK 2 AXLES 6 TIRES","No Data","No Data","No Data","37","1 - MALE","N - NOT INJURED","96 - NONE","1 - DRIVER"
"18851959","OUTSIDE CITY LIMITS","Yes","RANDALL","2022-04-11","A - SUSPECTED SERIOUS INJURY","1454","MONDAY","35.11898","-101.84835116","No","50","No Data","22 - FAILED TO CONTROL SPEED","No Data","No Data","31","1 - MALE","B - SUSPECTED MINOR INJURY","96 - NONE","1 - DRIVER"
